order date (DateOrders),shipping date (DateOrders),Days for shipping (real),Days for shipment (scheduled),Shipping Mode,Market,Order Region,Category Name,Customer Segment,Order Status,Late_delivery_risk,Order Profit Per Order,Sales,Benefit per order,Order Item Quantity,delay_days,is_late
2/7/2017 2:46,2/13/2017 2:46,6,4,Standard Class,LATAM,Central America,Hockey,Corporate,COMPLETE,1,10.01000023,44.0,10.01000023,2.0,2,1
2/3/2017 13:17,2/5/2017 13:17,2,1,First Class,LATAM,South America,Hockey,Corporate,CLOSED,1,30.30999947,110.0,30.30999947,5.0,1,1
1/30/2017 7:20,2/5/2017 7:20,6,4,Standard Class,LATAM,South America,Hockey,Consumer,ON_HOLD,1,35.13999939,110.0,35.13999939,5.0,2,1
1/27/2017 13:49,1/31/2017 13:49,4,4,Standard Class,LATAM,Central America,Hockey,Consumer,ON_HOLD,0,-14.51000023,22.0,-14.51000023,1.0,0,0
1/25/2017 7:52,1/30/2017 7:52,5,2,Second Class,LATAM,Central America,Hockey,Consumer,SUSPECTED_FRAUD,0,17.14999962,66.0,17.14999962,3.0,3,0
1/18/2017 4:33,1/24/2017 4:33,6,4,Standard Class,Africa,West Africa,Hockey,Consumer,PENDING_PAYMENT,1,36.00999832,88.0,36.00999832,4.0,2,1
1/12/2017 16:07,1/15/2017 16:07,3,4,Standard Class,Pacific Asia,West Asia,Hockey,Consumer,PROCESSING,0,4.360000134,22.0,4.360000134,1.0,-1,0
1/11/2017 17:42,1/15/2017 17:42,4,2,Second Class,Africa,West Africa,Hockey,Corporate,COMPLETE,1,4.980000019,22.0,4.980000019,1.0,2,1
1/8/2017 17:32,1/11/2017 17:32,3,4,Standard Class,Africa,West Africa,Hockey,Home Office,PENDING_PAYMENT,0,-27.71999931,110.0,-27.71999931,5.0,-1,0
12/31/2016 5:59,1/2/2017 5:59,2,4,Standard Class,Pacific Asia,West Asia,Hockey,Home Office,CANCELED,0,-0.649999976,66.0,-0.649999976,3.0,-2,0
12/28/2016 5:48,12/30/2016 5:48,2,1,First Class,Pacific Asia,West Asia,Hockey,Corporate,PENDING_PAYMENT,1,6.929999828,44.0,6.929999828,2.0,1,1
12/26/2016 10:22,12/28/2016 10:22,2,4,Standard Class,Pacific Asia,West Asia,Hockey,Consumer,PENDING,0,13.93999958,44.0,13.93999958,2.0,-2,0
12/24/2016 11:04,12/24/2016 23:04,0,0,Same Day,Pacific Asia,West Asia,Hockey,Corporate,PROCESSING,0,4.0,88.0,4.0,4.0,0,0
12/22/2016 7:13,12/24/2016 7:13,2,1,First Class,Africa,West Africa,Hockey,Consumer,COMPLETE,1,29.70000076,88.0,29.70000076,4.0,1,1
12/20/2016 16:20,12/23/2016 16:20,3,4,Standard Class,Africa,North Africa,Hockey,Consumer,COMPLETE,0,6.309999943,110.0,6.309999943,5.0,-1,0
12/20/2016 12:07,12/26/2016 12:07,6,4,Standard Class,Pacific Asia,West Asia,Hockey,Consumer,PENDING_PAYMENT,1,47.52000046,110.0,47.52000046,5.0,2,1
12/18/2016 6:10,12/20/2016 6:10,2,4,Standard Class,Pacific Asia,West Asia,Hockey,Consumer,COMPLETE,0,13.39999962,44.0,13.39999962,2.0,-2,0
12/17/2016 22:07,12/21/2016 22:07,4,2,Second Class,Africa,Central Africa,Hockey,Consumer,PENDING_PAYMENT,1,13.57999992,44.0,13.57999992,2.0,2,1
12/17/2016 20:43,12/22/2016 20:43,5,4,Standard Class,Africa,East Africa,Hockey,Consumer,PENDING,1,20.12999916,88.0,20.12999916,4.0,1,1
12/17/2016 10:54,12/19/2016 10:54,2,4,Standard Class,Europe,Eastern Europe,Hockey,Corporate,COMPLETE,0,4.860000134,22.0,4.860000134,1.0,-2,0
12/13/2016 0:45,12/17/2016 0:45,4,4,Standard Class,Pacific Asia,West Asia,Hockey,Home Office,COMPLETE,0,10.72000027,44.0,10.72000027,2.0,0,0
12/4/2016 5:50,12/6/2016 5:50,2,4,Standard Class,Pacific Asia,West Asia,Hockey,Corporate,PENDING,0,8.68999958,22.0,8.68999958,1.0,-2,0
12/2/2016 2:20,12/7/2016 2:20,5,2,Second Class,Africa,East Africa,Hockey,Home Office,PENDING_PAYMENT,1,35.13999939,110.0,35.13999939,5.0,3,1
11/30/2016 11:06,12/3/2016 11:06,3,4,Standard Class,Africa,Central Africa,Hockey,Consumer,PROCESSING,0,13.72999954,66.0,13.72999954,3.0,-1,0
11/21/2016 21:27,11/27/2016 21:27,6,4,Standard Class,Africa,Central Africa,Hockey,Corporate,PENDING_PAYMENT,1,44.97999954,110.0,44.97999954,5.0,2,1
11/16/2016 20:14,11/21/2016 20:14,5,4,Standard Class,Africa,Central Africa,Hockey,Corporate,COMPLETE,1,6.389999866,22.0,6.389999866,1.0,1,1
11/14/2016 17:05,11/18/2016 17:05,4,2,Second Class,Europe,Eastern Europe,Hockey,Consumer,COMPLETE,1,28.04999924,110.0,28.04999924,5.0,2,1
11/12/2016 12:11,11/15/2016 12:11,3,2,Second Class,Africa,Central Africa,Hockey,Consumer,PROCESSING,1,33.68999863,88.0,33.68999863,4.0,1,1
11/11/2016 13:45,11/15/2016 13:45,4,4,Standard Class,Europe,Eastern Europe,Hockey,Consumer,PENDING_PAYMENT,0,-0.469999999,44.0,-0.469999999,2.0,0,0
11/8/2016 22:42,11/12/2016 22:42,4,4,Standard Class,Africa,West Africa,Hockey,Home Office,PROCESSING,0,13.85999966,66.0,13.85999966,3.0,0,0
11/8/2016 11:29,11/10/2016 11:29,2,4,Standard Class,Pacific Asia,West Asia,Hockey,Home Office,PENDING_PAYMENT,0,5.860000134,22.0,5.860000134,1.0,-2,0
11/6/2016 22:21,11/12/2016 22:21,6,4,Standard Class,Europe,Eastern Europe,Hockey,Consumer,COMPLETE,1,42.5,110.0,42.5,5.0,2,1
11/6/2016 17:47,11/9/2016 17:47,3,4,Standard Class,Africa,West Africa,Hockey,Corporate,PENDING_PAYMENT,0,0.349999994,22.0,0.349999994,1.0,-1,0
10/30/2016 6:25,11/5/2016 6:25,6,2,Second Class,Pacific Asia,West Asia,Hockey,Consumer,COMPLETE,1,4.789999962,22.0,4.789999962,1.0,4,1
10/29/2016 11:09,11/4/2016 11:09,6,4,Standard Class,Pacific Asia,West Asia,Hockey,Corporate,ON_HOLD,1,11.0,22.0,11.0,1.0,2,1
10/27/2016 9:24,10/31/2016 9:24,4,4,Standard Class,Europe,Eastern Europe,Hockey,Home Office,COMPLETE,0,14.96000004,88.0,14.96000004,4.0,0,0
10/23/2016 1:00,10/29/2016 1:00,6,2,Second Class,Pacific Asia,West Asia,Hockey,Consumer,PENDING,1,2.160000086,44.0,2.160000086,2.0,4,1
10/22/2016 6:26,10/25/2016 6:26,3,2,Second Class,Pacific Asia,West Asia,Hockey,Consumer,ON_HOLD,1,11.02000046,44.0,11.02000046,2.0,1,1
10/22/2016 1:52,10/27/2016 1:52,5,4,Standard Class,Africa,West Africa,Hockey,Consumer,COMPLETE,1,-7.429999828,44.0,-7.429999828,2.0,1,1
10/18/2016 8:32,10/20/2016 8:32,2,1,First Class,Europe,Southern Europe,Hockey,Corporate,ON_HOLD,1,5.659999847,22.0,5.659999847,1.0,1,1
10/17/2016 13:37,10/19/2016 13:37,2,1,First Class,USCA,Canada,Hockey,Corporate,COMPLETE,1,14.52000046,44.0,14.52000046,2.0,1,1
10/12/2016 13:27,10/15/2016 13:27,3,4,Standard Class,Africa,North Africa,Hockey,Consumer,CLOSED,0,14.72000027,44.0,14.72000027,2.0,-1,0
10/11/2016 15:22,10/16/2016 15:22,5,4,Standard Class,Africa,West Africa,Hockey,Consumer,COMPLETE,1,23.10000038,66.0,23.10000038,3.0,1,1
10/11/2016 5:55,10/11/2016 17:55,0,0,Same Day,Europe,Eastern Europe,Hockey,Consumer,COMPLETE,0,3.920000076,66.0,3.920000076,3.0,0,0
10/10/2016 15:12,10/16/2016 15:12,6,2,Second Class,Europe,Eastern Europe,Hockey,Consumer,PENDING_PAYMENT,1,7.550000191,22.0,7.550000191,1.0,4,1
10/8/2016 8:33,10/13/2016 8:33,5,4,Standard Class,Africa,West Africa,Hockey,Corporate,PENDING_PAYMENT,1,5.539999962,88.0,5.539999962,4.0,1,1
10/5/2016 6:59,10/10/2016 6:59,5,4,Standard Class,Pacific Asia,West Asia,Hockey,Consumer,CANCELED,0,-20.54000092,110.0,-20.54000092,5.0,1,0
9/18/2016 14:11,9/24/2016 14:11,6,2,Second Class,Pacific Asia,South Asia,Hockey,Consumer,COMPLETE,1,29.11000061,66.0,29.11000061,3.0,4,1
9/17/2016 10:09,9/23/2016 10:09,6,4,Standard Class,Europe,Eastern Europe,Hockey,Corporate,COMPLETE,1,21.18000031,88.0,21.18000031,4.0,2,1
9/13/2016 9:27,9/15/2016 9:27,2,1,First Class,Pacific Asia,West Asia,Hockey,Consumer,PENDING_PAYMENT,1,-11.73999977,22.0,-11.73999977,1.0,1,1
9/9/2016 13:40,9/12/2016 13:40,3,4,Standard Class,Africa,Central Africa,Hockey,Consumer,COMPLETE,0,4.800000191,66.0,4.800000191,3.0,-1,0
9/8/2016 3:41,9/14/2016 3:41,6,4,Standard Class,Africa,West Africa,Hockey,Consumer,CLOSED,1,12.93999958,44.0,12.93999958,2.0,2,1
9/1/2016 5:16,9/1/2016 17:16,0,0,Same Day,Africa,North Africa,Hockey,Corporate,COMPLETE,0,4.269999981,44.0,4.269999981,2.0,0,0
8/30/2016 9:50,9/1/2016 9:50,2,4,Standard Class,Pacific Asia,West Asia,Hockey,Consumer,COMPLETE,0,-48.59999847,66.0,-48.59999847,3.0,-2,0
8/25/2016 22:16,8/30/2016 22:16,5,2,Second Class,Africa,North Africa,Hockey,Consumer,ON_HOLD,1,7.21999979,88.0,7.21999979,4.0,3,1
8/21/2016 8:37,8/23/2016 8:37,2,4,Standard Class,USCA,West of USA ,Hockey,Consumer,COMPLETE,0,-3.440000057,22.0,-3.440000057,1.0,-2,0
8/19/2016 22:38,8/24/2016 22:38,5,4,Standard Class,USCA,West of USA ,Hockey,Corporate,PENDING_PAYMENT,1,13.93999958,44.0,13.93999958,2.0,1,1
8/18/2016 4:35,8/23/2016 4:35,5,4,Standard Class,USCA,US Center ,Hockey,Home Office,PROCESSING,1,5.75,22.0,5.75,1.0,1,1
8/10/2016 22:49,8/14/2016 22:49,4,4,Standard Class,USCA,US Center ,Hockey,Home Office,ON_HOLD,0,3.74000001,22.0,3.74000001,1.0,0,0
8/9/2016 3:02,8/13/2016 3:02,4,4,Standard Class,USCA,West of USA ,Hockey,Consumer,COMPLETE,0,4.699999809,66.0,4.699999809,3.0,0,0
8/7/2016 9:41,8/13/2016 9:41,6,4,Standard Class,USCA,East of USA,Hockey,Home Office,PENDING_PAYMENT,1,28.0699997,66.0,28.0699997,3.0,2,1
8/6/2016 18:16,8/8/2016 18:16,2,4,Standard Class,USCA,US Center ,Hockey,Consumer,PENDING,0,-0.920000017,88.0,-0.920000017,4.0,-2,0
8/3/2016 11:48,8/6/2016 11:48,3,4,Standard Class,USCA,South of  USA ,Hockey,Corporate,PROCESSING,0,5.730000019,22.0,5.730000019,1.0,-1,0
8/3/2016 11:06,8/5/2016 11:06,2,1,First Class,USCA,US Center ,Hockey,Consumer,PROCESSING,1,17.36000061,88.0,17.36000061,4.0,1,1
8/2/2016 18:38,8/3/2016 6:38,1,0,Same Day,USCA,East of USA,Hockey,Corporate,COMPLETE,1,-42.97000122,66.0,-42.97000122,3.0,1,1
8/1/2016 3:23,8/3/2016 3:23,2,4,Standard Class,USCA,US Center ,Hockey,Consumer,PENDING_PAYMENT,0,-6.789999962,66.0,-6.789999962,3.0,-2,0
7/31/2016 11:58,8/2/2016 11:58,2,1,First Class,USCA,East of USA,Hockey,Consumer,PROCESSING,1,18.80999947,44.0,18.80999947,2.0,1,1
7/31/2016 4:16,8/6/2016 4:16,6,2,Second Class,USCA,West of USA ,Hockey,Home Office,SUSPECTED_FRAUD,0,29.11000061,66.0,29.11000061,3.0,4,0
7/30/2016 1:59,8/1/2016 1:59,2,1,First Class,USCA,West of USA ,Hockey,Corporate,PENDING_PAYMENT,1,18.87999916,66.0,18.87999916,3.0,1,1
7/26/2016 2:00,7/28/2016 2:00,2,4,Standard Class,USCA,East of USA,Hockey,Home Office,PENDING_PAYMENT,0,28.22999954,110.0,28.22999954,5.0,-2,0
7/23/2016 9:11,7/23/2016 21:11,0,0,Same Day,USCA,East of USA,Hockey,Consumer,CANCELED,0,1.200000048,22.0,1.200000048,1.0,0,0
7/20/2016 0:36,7/22/2016 0:36,2,4,Standard Class,USCA,South of  USA ,Hockey,Corporate,PENDING_PAYMENT,0,15.09000015,44.0,15.09000015,2.0,-2,0
7/15/2016 12:00,7/17/2016 12:00,2,2,Second Class,USCA,West of USA ,Hockey,Corporate,COMPLETE,0,29.92000008,110.0,29.92000008,5.0,0,0
7/14/2016 6:55,7/18/2016 6:55,4,4,Standard Class,USCA,East of USA,Hockey,Home Office,COMPLETE,0,6.929999828,22.0,6.929999828,1.0,0,0
7/13/2016 2:53,7/17/2016 2:53,4,4,Standard Class,USCA,US Center ,Hockey,Consumer,PROCESSING,0,-30.01000023,22.0,-30.01000023,1.0,0,0
7/12/2016 10:25,7/14/2016 10:25,2,4,Standard Class,USCA,West of USA ,Hockey,Consumer,PENDING_PAYMENT,0,20.04999924,44.0,20.04999924,2.0,-2,0
7/9/2016 0:48,7/13/2016 0:48,4,4,Standard Class,USCA,West of USA ,Hockey,Home Office,PROCESSING,0,11.21000004,44.0,11.21000004,2.0,0,0
7/4/2016 8:20,7/6/2016 8:20,2,1,First Class,USCA,West of USA ,Hockey,Corporate,PENDING,1,4.400000095,22.0,4.400000095,1.0,1,1
7/2/2016 8:20,7/8/2016 8:20,6,4,Standard Class,USCA,East of USA,Hockey,Consumer,PENDING_PAYMENT,1,4.309999943,66.0,4.309999943,3.0,2,1
6/26/2016 19:33,6/28/2016 19:33,2,4,Standard Class,USCA,East of USA,Hockey,Consumer,COMPLETE,0,1.870000005,22.0,1.870000005,1.0,-2,0
6/26/2016 10:06,7/1/2016 10:06,5,4,Standard Class,USCA,South of  USA ,Hockey,Corporate,COMPLETE,1,39.59999847,110.0,39.59999847,5.0,1,1
6/21/2016 22:53,6/25/2016 22:53,4,4,Standard Class,USCA,South of  USA ,Hockey,Corporate,PROCESSING,0,38.5,110.0,38.5,5.0,0,0
6/18/2016 2:45,6/24/2016 2:45,6,2,Second Class,USCA,East of USA,Hockey,Consumer,ON_HOLD,1,-49.54999924,110.0,-49.54999924,5.0,4,1
6/15/2016 12:23,6/18/2016 12:23,3,4,Standard Class,USCA,East of USA,Hockey,Consumer,ON_HOLD,0,6.710000038,22.0,6.710000038,1.0,-1,0
6/13/2016 17:18,6/18/2016 17:18,5,2,Second Class,USCA,South of  USA ,Hockey,Corporate,PENDING,1,36.08000183,88.0,36.08000183,4.0,3,1
6/12/2016 23:26,6/16/2016 23:26,4,2,Second Class,USCA,East of USA,Hockey,Consumer,COMPLETE,1,18.87000084,110.0,18.87000084,5.0,2,1
6/11/2016 13:27,6/13/2016 13:27,2,4,Standard Class,USCA,West of USA ,Hockey,Corporate,CLOSED,0,36.59000015,88.0,36.59000015,4.0,-2,0
6/5/2016 19:03,6/6/2016 7:03,1,0,Same Day,USCA,West of USA ,Hockey,Corporate,SUSPECTED_FRAUD,0,9.75,88.0,9.75,4.0,1,0
5/31/2016 19:56,6/2/2016 19:56,2,4,Standard Class,USCA,US Center ,Hockey,Consumer,COMPLETE,0,-59.75,88.0,-59.75,4.0,-2,0
5/31/2016 7:20,6/6/2016 7:20,6,4,Standard Class,USCA,US Center ,Hockey,Consumer,PENDING_PAYMENT,1,-181.3899994,110.0,-181.3899994,5.0,2,1
5/30/2016 21:52,6/1/2016 21:52,2,1,First Class,USCA,US Center ,Hockey,Corporate,CLOSED,1,-0.730000019,66.0,-0.730000019,3.0,1,1
5/28/2016 17:19,6/1/2016 17:19,4,4,Standard Class,USCA,US Center ,Hockey,Corporate,PENDING_PAYMENT,0,39.70999908,88.0,39.70999908,4.0,0,0
5/13/2016 22:46,5/15/2016 22:46,2,2,Second Class,USCA,West of USA ,Hockey,Consumer,PENDING,0,-71.80999756,110.0,-71.80999756,5.0,0,0
5/13/2016 7:21,5/16/2016 7:21,3,4,Standard Class,USCA,South of  USA ,Hockey,Consumer,PROCESSING,0,3.960000038,44.0,3.960000038,2.0,-1,0
5/11/2016 3:30,5/16/2016 3:30,5,2,Second Class,USCA,West of USA ,Hockey,Consumer,PENDING_PAYMENT,1,-6.309999943,44.0,-6.309999943,2.0,3,1
5/9/2016 14:43,5/14/2016 14:43,5,4,Standard Class,USCA,East of USA,Hockey,Consumer,PENDING,1,37.93000031,110.0,37.93000031,5.0,1,1
5/9/2016 1:45,5/11/2016 1:45,2,1,First Class,USCA,West of USA ,Hockey,Consumer,PENDING_PAYMENT,1,5.739999771,44.0,5.739999771,2.0,1,1
5/8/2016 13:08,5/10/2016 13:08,2,4,Standard Class,USCA,US Center ,Hockey,Home Office,PENDING_PAYMENT,0,1.610000014,22.0,1.610000014,1.0,-2,0
5/5/2016 2:28,5/11/2016 2:28,6,4,Standard Class,USCA,South of  USA ,Hockey,Consumer,PROCESSING,1,16.07999992,66.0,16.07999992,3.0,2,1
5/2/2016 17:00,5/4/2016 17:00,2,4,Standard Class,USCA,West of USA ,Hockey,Consumer,COMPLETE,0,30.35000038,88.0,30.35000038,4.0,-2,0
4/30/2016 4:24,5/4/2016 4:24,4,4,Standard Class,USCA,US Center ,Hockey,Consumer,PROCESSING,0,1.870000005,44.0,1.870000005,2.0,0,0
4/20/2016 19:07,4/26/2016 19:07,6,4,Standard Class,USCA,US Center ,Hockey,Corporate,PENDING_PAYMENT,1,10.35000038,44.0,10.35000038,2.0,2,1
4/18/2016 18:46,4/21/2016 18:46,3,4,Standard Class,USCA,US Center ,Hockey,Home Office,ON_HOLD,0,-12.02999973,22.0,-12.02999973,1.0,-1,0
4/18/2016 17:01,4/20/2016 17:01,2,1,First Class,USCA,South of  USA ,Hockey,Consumer,PENDING_PAYMENT,1,13.88000011,44.0,13.88000011,2.0,1,1
4/15/2016 3:11,4/18/2016 3:11,3,4,Standard Class,USCA,US Center ,Hockey,Corporate,PENDING_PAYMENT,0,-16.62999916,88.0,-16.62999916,4.0,-1,0
4/12/2016 13:11,4/18/2016 13:11,6,4,Standard Class,USCA,West of USA ,Hockey,Home Office,CLOSED,1,9.739999771,44.0,9.739999771,2.0,2,1
4/2/2016 13:32,4/4/2016 13:32,2,4,Standard Class,USCA,US Center ,Hockey,Consumer,CLOSED,0,4.400000095,22.0,4.400000095,1.0,-2,0
4/1/2016 0:45,4/3/2016 0:45,2,2,Second Class,Pacific Asia,Oceania,Hockey,Consumer,CANCELED,0,1.450000048,22.0,1.450000048,1.0,0,0
3/27/2016 20:33,4/2/2016 20:33,6,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,COMPLETE,1,8.800000191,44.0,8.800000191,2.0,2,1
3/25/2016 16:00,3/31/2016 16:00,6,4,Standard Class,Pacific Asia,Oceania,Hockey,Corporate,PROCESSING,1,2.480000019,44.0,2.480000019,2.0,2,1
3/18/2016 13:02,3/21/2016 13:02,3,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,PROCESSING,0,35.13999939,110.0,35.13999939,5.0,-1,0
3/16/2016 5:41,3/21/2016 5:41,5,4,Standard Class,Pacific Asia,Oceania,Hockey,Corporate,PENDING_PAYMENT,1,19.17000008,66.0,19.17000008,3.0,1,1
3/10/2016 18:18,3/12/2016 18:18,2,1,First Class,Pacific Asia,Eastern Asia,Hockey,Consumer,ON_HOLD,1,-1.389999986,22.0,-1.389999986,1.0,1,1
3/10/2016 13:45,3/12/2016 13:45,2,1,First Class,Pacific Asia,Southeast Asia,Hockey,Consumer,ON_HOLD,1,6.820000172,22.0,6.820000172,1.0,1,1
3/10/2016 0:26,3/14/2016 0:26,4,4,Standard Class,Pacific Asia,Eastern Asia,Hockey,Consumer,PENDING_PAYMENT,0,-8.800000191,44.0,-8.800000191,2.0,0,0
3/2/2016 22:31,3/6/2016 22:31,4,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,COMPLETE,0,10.77999973,22.0,10.77999973,1.0,0,0
3/1/2016 4:50,3/3/2016 4:50,2,1,First Class,Pacific Asia,Southeast Asia,Hockey,Home Office,PENDING,1,2.180000067,44.0,2.180000067,2.0,1,1
2/28/2016 18:30,3/1/2016 18:30,2,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,ON_HOLD,0,12.93999958,44.0,12.93999958,2.0,-2,0
2/23/2016 14:49,2/27/2016 14:49,4,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Corporate,PENDING_PAYMENT,0,5.679999828,44.0,5.679999828,2.0,0,0
2/20/2016 16:03,2/22/2016 16:03,2,4,Standard Class,Pacific Asia,Eastern Asia,Hockey,Corporate,PENDING_PAYMENT,0,-4.760000229,66.0,-4.760000229,3.0,-2,0
2/17/2016 1:31,2/22/2016 1:31,5,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,PENDING_PAYMENT,1,19.85000038,44.0,19.85000038,2.0,1,1
2/16/2016 21:19,2/19/2016 21:19,3,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,COMPLETE,0,-32.74000168,88.0,-32.74000168,4.0,-1,0
2/13/2016 15:11,2/15/2016 15:11,2,1,First Class,Pacific Asia,South Asia,Hockey,Home Office,PROCESSING,1,14.52000046,66.0,14.52000046,3.0,1,1
2/13/2016 7:29,2/16/2016 7:29,3,2,Second Class,Pacific Asia,Southeast Asia,Hockey,Consumer,CLOSED,1,10.67000008,22.0,10.67000008,1.0,1,1
2/11/2016 19:24,2/16/2016 19:24,5,2,Second Class,Pacific Asia,Southeast Asia,Hockey,Home Office,COMPLETE,1,34.58000183,110.0,34.58000183,5.0,3,1
2/9/2016 5:44,2/13/2016 5:44,4,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,PENDING_PAYMENT,0,4.650000095,22.0,4.650000095,1.0,0,0
2/7/2016 12:24,2/13/2016 12:24,6,2,Second Class,Pacific Asia,Oceania,Hockey,Consumer,PENDING_PAYMENT,1,15.17000008,44.0,15.17000008,2.0,4,1
1/28/2016 14:09,2/3/2016 14:09,6,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Corporate,CLOSED,1,13.72000027,44.0,13.72000027,2.0,2,1
1/28/2016 3:18,2/2/2016 3:18,5,2,Second Class,Pacific Asia,South Asia,Hockey,Consumer,PENDING_PAYMENT,1,9.31000042,66.0,9.31000042,3.0,3,1
1/27/2016 12:56,1/28/2016 0:56,1,0,Same Day,Pacific Asia,Southeast Asia,Hockey,Corporate,PROCESSING,1,11.46000004,44.0,11.46000004,2.0,1,1
1/24/2016 6:27,1/29/2016 6:27,5,2,Second Class,Pacific Asia,South Asia,Hockey,Home Office,PENDING_PAYMENT,1,3.0,110.0,3.0,5.0,3,1
1/23/2016 4:32,1/29/2016 4:32,6,2,Second Class,Pacific Asia,South Asia,Hockey,Corporate,COMPLETE,1,24.02000046,88.0,24.02000046,4.0,4,1
1/22/2016 15:55,1/27/2016 15:55,5,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Consumer,CLOSED,1,8.949999809,88.0,8.949999809,4.0,1,1
1/18/2016 21:53,1/21/2016 21:53,3,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,COMPLETE,0,-54.97999954,66.0,-54.97999954,3.0,-1,0
1/18/2016 19:05,1/20/2016 19:05,2,1,First Class,Pacific Asia,South Asia,Hockey,Consumer,CLOSED,1,1.480000019,44.0,1.480000019,2.0,1,1
1/17/2016 6:17,1/22/2016 6:17,5,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,COMPLETE,1,25.17000008,88.0,25.17000008,4.0,1,1
1/17/2016 5:14,1/19/2016 5:14,2,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,ON_HOLD,0,29.70000076,110.0,29.70000076,5.0,-2,0
1/15/2016 19:36,1/21/2016 19:36,6,4,Standard Class,Pacific Asia,South Asia,Hockey,Corporate,CLOSED,1,44.52999878,110.0,44.52999878,5.0,2,1
1/14/2016 8:34,1/20/2016 8:34,6,2,Second Class,Pacific Asia,Oceania,Hockey,Corporate,COMPLETE,1,-1.049999952,22.0,-1.049999952,1.0,4,1
1/14/2016 0:31,1/14/2016 12:31,0,0,Same Day,Pacific Asia,Southeast Asia,Hockey,Home Office,COMPLETE,0,3.269999981,66.0,3.269999981,3.0,0,0
1/9/2016 14:01,1/13/2016 14:01,4,2,Second Class,Pacific Asia,Southeast Asia,Hockey,Consumer,COMPLETE,1,-5.199999809,22.0,-5.199999809,1.0,2,1
1/3/2016 12:37,1/7/2016 12:37,4,2,Second Class,Pacific Asia,Oceania,Hockey,Home Office,PENDING_PAYMENT,1,-4.869999886,22.0,-4.869999886,1.0,2,1
1/1/2016 20:41,1/6/2016 20:41,5,4,Standard Class,Pacific Asia,Oceania,Hockey,Corporate,PROCESSING,1,37.50999832,88.0,37.50999832,4.0,1,1
12/31/2015 5:26,1/3/2016 5:26,3,4,Standard Class,Pacific Asia,Eastern Asia,Hockey,Consumer,PENDING,0,13.38000011,44.0,13.38000011,2.0,-1,0
12/30/2015 20:41,1/1/2016 20:41,2,1,First Class,Pacific Asia,Southeast Asia,Hockey,Home Office,COMPLETE,1,14.06000042,44.0,14.06000042,2.0,1,1
12/28/2015 8:25,12/28/2015 20:25,0,0,Same Day,Pacific Asia,South Asia,Hockey,Corporate,COMPLETE,0,29.11000061,66.0,29.11000061,3.0,0,0
12/25/2015 1:15,12/27/2015 1:15,2,1,First Class,Pacific Asia,Southeast Asia,Hockey,Home Office,COMPLETE,1,17.61000061,44.0,17.61000061,2.0,1,1
12/20/2015 4:56,12/22/2015 4:56,2,1,First Class,Pacific Asia,Eastern Asia,Hockey,Consumer,PENDING,1,46.88999939,110.0,46.88999939,5.0,1,1
12/19/2015 1:36,12/24/2015 1:36,5,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Home Office,COMPLETE,1,11.71000004,44.0,11.71000004,2.0,1,1
12/11/2015 4:25,12/16/2015 4:25,5,4,Standard Class,Pacific Asia,South Asia,Hockey,Consumer,PENDING_PAYMENT,1,9.350000381,110.0,9.350000381,5.0,1,1
12/10/2015 12:18,12/14/2015 12:18,4,4,Standard Class,Pacific Asia,South Asia,Hockey,Corporate,PROCESSING,0,-61.63000107,110.0,-61.63000107,5.0,0,0
12/5/2015 7:14,12/7/2015 7:14,2,2,Second Class,Pacific Asia,Southeast Asia,Hockey,Consumer,PENDING_PAYMENT,0,34.40999985,88.0,34.40999985,4.0,0,0
12/3/2015 3:23,12/7/2015 3:23,4,4,Standard Class,Pacific Asia,Eastern Asia,Hockey,Consumer,PENDING,0,26.47999954,110.0,26.47999954,5.0,0,0
12/2/2015 21:25,12/4/2015 21:25,2,4,Standard Class,Pacific Asia,Oceania,Hockey,Home Office,PROCESSING,0,32.74000168,110.0,32.74000168,5.0,-2,0
11/24/2015 21:47,11/29/2015 21:47,5,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Consumer,PENDING,1,20.80999947,66.0,20.80999947,3.0,1,1
11/22/2015 17:14,11/27/2015 17:14,5,4,Standard Class,Pacific Asia,South Asia,Hockey,Consumer,PENDING_PAYMENT,1,24.63999939,110.0,24.63999939,5.0,1,1
11/21/2015 2:20,11/21/2015 14:20,0,0,Same Day,Pacific Asia,Eastern Asia,Hockey,Corporate,COMPLETE,0,7.159999847,66.0,7.159999847,3.0,0,0
11/13/2015 5:30,11/15/2015 5:30,2,1,First Class,Pacific Asia,Eastern Asia,Hockey,Consumer,PENDING,1,7.389999866,88.0,7.389999866,4.0,1,1
